chat	man-made	size-varies	abstract
chateau	man-made	too-big-for-backpack	place
chatterbox	man-made	fits-in-backpack	other
chaulk	natural	fits-in-backpack	other
cheapskate	both	size-varies	person
cheater	both	size-varies	person
check	man-made	fits-in-backpack	abstract
checkbook	man-made	fits-in-backpack	other
checker	man-made	size-varies	other
checkers	man-made	fits-in-backpack	other
checklist	man-made	fits-in-backpack	abstract
cheerios	man-made	fits-in-backpack	food
cheerleader	both	size-varies	person
cheese	man-made	fits-in-backpack	food
cheeseburger	man-made	fits-in-backpack	food
cheesecake	man-made	fits-in-backpack	food
cheesecloth	man-made	fits-in-backpack	household
cheesehead	man-made	fits-in-backpack	clothing
cheetah	natural	too-big-for-backpack	animal
chef	both	size-varies	person
chefs	both	size-varies	person
chemical	both	fits-in-backpack	other
chemicals	both	fits-in-backpack	other
chemist	both	size-varies	person
chemistry	abstract	size-varies	abstract
cherry	natural	fits-in-backpack	food
cherrytree	natural	too-big-for-backpack	plant
chess	man-made	size-varies	other
chessboard	man-made	fits-in-backpack	other
chest	both	too-big-for-backpack	household
chestnut	natural	fits-in-backpack	food
chevrolet	man-made	too-big-for-backpack	vehicle
chevron	man-made	fits-in-backpack	other
chevy	man-made	too-big-for-backpack	vehicle
chewy	both	size-varies	other
chicago	man-made	too-big-for-backpack	place
chick	natural	fits-in-backpack	animal
chickadee	natural	fits-in-backpack	animal
chicken	natural	fits-in-backpack	food
chickens	natural	size-varies	animal
chicory	natural	fits-in-backpack	plant
chief	both	size-varies	person
chieftain	both	size-varies	person
chiffon	man-made	fits-in-backpack	clothing
chihuaha	natural	fits-in-backpack	animal
chihuahua	natural	fits-in-backpack	animal
child	natural	size-varies	person
childbed	both	too-big-for-backpack	place
childbirth	both	size-varies	abstract
childhood	abstract	size-varies	abstract
children	natural	size-varies	person
chili	natural	fits-in-backpack	food
chilis	natural	fits-in-backpack	food
chilli	natural	fits-in-backpack	food
chilly	natural	size-varies	abstract
chimney	man-made	too-big-for-backpack	household
chimp	natural	too-big-for-backpack	animal
chimpanzee	natural	too-big-for-backpack	animal
chin	natural	fits-in-backpack	other
china	man-made	too-big-for-backpack	place
chinaware	man-made	fits-in-backpack	household
chinchilla	natural	fits-in-backpack	animal
chinese	both	size-varies	person
chinstrap	man-made	fits-in-backpack	clothing
chip	both	fits-in-backpack	food
chipmonk	natural	fits-in-backpack	animal
chipmunk	natural	fits-in-backpack	animal
chips	man-made	fits-in-backpack	food
chiropractor	both	size-varies	person
chirosis	natural	size-varies	abstract
chirp	natural	size-varies	other
chisel	man-made	fits-in-backpack	tool
chldren	natural	size-varies	person
chloride	both	fits-in-backpack	other
chlorine	both	fits-in-backpack	other
chloroform	man-made	fits-in-backpack	other
chlorophyll	natural	fits-in-backpack	other
chock	man-made	fits-in-backpack	tool
chocolate	man-made	fits-in-backpack	food
choice	abstract	size-varies	abstract
choir	both	size-varies	other
chooser	both	size-varies	person
chop	man-made	fits-in-backpack	food
chopper	man-made	too-big-for-backpack	vehicle
choppers	man-made	too-big-for-backpack	vehicle
chopsaw	man-made	too-big-for-backpack	tool
chopstick	man-made	fits-in-backpack	tool
choreographer	both	size-varies	person
chorizo	man-made	fits-in-backpack	food
chow	man-made	fits-in-backpack	food
chowder	man-made	fits-in-backpack	food
christian	both	size-varies	person
christianity	abstract	size-varies	abstract
christmas	both	size-varies	abstract
christmaslights	man-made	fits-in-backpack	household
chrome	natural	fits-in-backpack	other
chromium	natural	fits-in-backpack	other
chromosome	natural	fits-in-backpack	other
chronograph	man-made	fits-in-backpack	electronics
chrysanthemum	natural	fits-in-backpack	plant
chum	natural	size-varies	animal
chunk	both	fits-in-backpack	other
chupacabra	both	size-varies	animal
church	man-made	too-big-for-backpack	place
churchgoer	both	size-varies	person
churchman	both	size-varies	person
churro	man-made	fits-in-backpack	food
chute	man-made	too-big-for-backpack	other
cider	man-made	fits-in-backpack	food
cigar	man-made	fits-in-backpack	other
cigarett	man-made	fits-in-backpack	other
cigarette	man-made	fits-in-backpack	other
cigarettes	man-made	fits-in-backpack	other
cigarillo	man-made	fits-in-backpack	other
cigarrette	man-made	fits-in-backpack	other
cinder	both	fits-in-backpack	other
cinema	man-made	too-big-for-backpack	place
cinematographer	both	size-varies	person
cipher	both	size-varies	abstract
circle	both	size-varies	abstract
circuit	man-made	fits-in-backpack	electronics
circuitry	man-made	fits-in-backpack	electronics
circulation	natural	size-varies	abstract
circus	man-made	too-big-for-backpack	place
cirrus	natural	size-varies	other
citadel	man-made	too-big-for-backpack	place
citation	abstract	fits-in-backpack	abstract
citizen	both	size-varies	person
citrus	natural	size-varies	plant
city	man-made	too-big-for-backpack	place
cityscape	man-made	too-big-for-backpack	place
civilization	abstract	size-varies	abstract
claim	abstract	size-varies	abstract
clam	natural	fits-in-backpack	animal
clambake	man-made	too-big-for-backpack	food
clan	both	size-varies	other
clap	natural	size-varies	other
clapper	man-made	fits-in-backpack	tool
clarinet	man-made	fits-in-backpack	tool
clarinetist	both	size-varies	person
clasp	man-made	fits-in-backpack	tool
class	abstract	size-varies	abstract
classic	abstract	size-varies	abstract
classical	abstract	size-varies	abstract
classmate	both	size-varies	person
classroom	man-made	too-big-for-backpack	place
clavicle	natural	fits-in-backpack	other
claw	natural	fits-in-backpack	animal
clay	natural	size-varies	other
claymore	man-made	fits-in-backpack	tool
clean	abstract	size-varies	abstract
cleaner	man-made	fits-in-backpack	household
cleaning	abstract	size-varies	abstract
cleanroom	man-made	too-big-for-backpack	place
cleanser	man-made	fits-in-backpack	household
clearinghouse	man-made	too-big-for-backpack	place
cleat	man-made	fits-in-backpack	clothing
cleavage	natural	size-varies	other
cleaver	man-made	fits-in-backpack	tool
clef	man-made	fits-in-backpack	other
cleft	natural	size-varies	other
clergy	both	size-varies	person
clergyman	both	size-varies	person
cleric	both	size-varies	person
clerk	both	size-varies	person
clerks	both	size-varies	person
clicker	man-made	fits-in-backpack	electronics
client	both	size-varies	person
clientele	both	size-varies	person
cliff	natural	too-big-for-backpack	place
climate	natural	size-varies	abstract
climber	both	size-varies	person
clinic	man-made	too-big-for-backpack	place
clip	man-made	fits-in-backpack	tool
clipboard	man-made	fits-in-backpack	tool
clippers	man-made	fits-in-backpack	tool
clips	man-made	fits-in-backpack	tool
clitoris	natural	fits-in-backpack	other
cloak	man-made	fits-in-backpack	clothing
cloakroom	man-made	too-big-for-backpack	place
clock	man-made	fits-in-backpack	electronics
clockmaker	both	size-varies	person
clocktower	man-made	too-big-for-backpack	place
clog	man-made	fits-in-backpack	clothing
clonopin	man-made	fits-in-backpack	other
clorox	man-made	fits-in-backpack	household
closet	man-made	too-big-for-backpack	household
clot	natural	fits-in-backpack	other
cloth	man-made	size-varies	other
clothe	man-made	size-varies	clothing
clothes	man-made	fits-in-backpack	clothing
clothesline	man-made	fits-in-backpack	household
clothier	man-made	size-varies	person
clothing	man-made	fits-in-backpack	clothing
cloud	natural	too-big-for-backpack	other
clouds	natural	too-big-for-backpack	other
cloudy	natural	size-varies	abstract
cloudysky	natural	too-big-for-backpack	other
clove	natural	fits-in-backpack	food
clover	natural	fits-in-backpack	plant
clown	man-made	size-varies	person
clownhouse	man-made	too-big-for-backpack	place
clowns	man-made	size-varies	person
club	man-made	fits-in-backpack	tool
clubhouse	man-made	too-big-for-backpack	place
clubstick	man-made	fits-in-backpack	tool
clubwoman	man-made	size-varies	person
clunker	man-made	too-big-for-backpack	vehicle
cluster	both	size-varies	other
clutch	man-made	fits-in-backpack	clothing
clutter	both	size-varies	abstract
coach	man-made	too-big-for-backpack	vehicle
coagulant	man-made	fits-in-backpack	other
coal	natural	fits-in-backpack	other
coalminer	man-made	size-varies	person
coals	natural	fits-in-backpack	other
coast	natural	too-big-for-backpack	place
coaster	man-made	fits-in-backpack	household
coastguard	man-made	size-varies	person
coat	man-made	fits-in-backpack	clothing
coathanger	man-made	fits-in-backpack	household
coats	man-made	fits-in-backpack	clothing
cobalt	natural	fits-in-backpack	other
cobbler	man-made	size-varies	person
cobblestone	natural	fits-in-backpack	other
cobra	natural	fits-in-backpack	animal
cocaine	man-made	fits-in-backpack	other
cociane	man-made	fits-in-backpack	other
cock	natural	fits-in-backpack	animal
cockatiel	natural	fits-in-backpack	animal
cockpit	man-made	fits-in-backpack	vehicle
cockroach	natural	fits-in-backpack	animal
cocktail	man-made	fits-in-backpack	food
cocoa	natural	fits-in-backpack	food
coconspirator	man-made	size-varies	person
coconut	natural	fits-in-backpack	food
cocoon	natural	fits-in-backpack	animal
cod	natural	fits-in-backpack	food
code	man-made	size-varies	abstract
codebook	man-made	fits-in-backpack	other
codeine	man-made	fits-in-backpack	other
coder	man-made	size-varies	person
codex	man-made	fits-in-backpack	other
coding	man-made	size-varies	abstract
codpiece	man-made	fits-in-backpack	clothing
coffe	natural	fits-in-backpack	food
coffecup	man-made	fits-in-backpack	household
coffee	natural	fits-in-backpack	food
coffeemaker	man-made	fits-in-backpack	electronics
coffeepot	man-made	fits-in-backpack	household
coffer	man-made	too-big-for-backpack	household
coffin	man-made	too-big-for-backpack	other
cognac	man-made	fits-in-backpack	food
coil	man-made	fits-in-backpack	tool
coin	man-made	fits-in-backpack	other
coke	man-made	fits-in-backpack	food
cola	man-made	fits-in-backpack	food
colander	man-made	fits-in-backpack	household
colby	man-made	fits-in-backpack	food
cold	natural	size-varies	abstract
coldvirus	natural	fits-in-backpack	other
coleslaw	man-made	fits-in-backpack	food
coliseum	man-made	too-big-for-backpack	place
collaborator	man-made	size-varies	person
collage	man-made	size-varies	other
collar	man-made	fits-in-backpack	clothing
collarbone	natural	fits-in-backpack	other
collard	natural	fits-in-backpack	plant
collectible	man-made	size-varies	other
collecting	man-made	size-varies	abstract
collection	man-made	size-varies	other
collections	man-made	size-varies	other
collector	man-made	size-varies	person
college	man-made	too-big-for-backpack	place
collie	natural	fits-in-backpack	animal
cologne	man-made	fits-in-backpack	other
colombus	man-made	size-varies	person
colon	natural	fits-in-backpack	other
colonist	man-made	size-varies	person
color	both	size-varies	abstract
coloring	man-made	size-varies	abstract
colour	both	size-varies	abstract
column	man-made	too-big-for-backpack	other
columnist	man-made	size-varies	person
coma	natural	size-varies	abstract
comb	man-made	fits-in-backpack	tool
combination	man-made	size-varies	abstract
come	natural	size-varies	abstract
comedian	man-made	size-varies	person
comedy	man-made	size-varies	abstract
comesmotolgist	man-made	fits-in-backpack	person
comet	natural	too-big-for-backpack	other
comforter	man-made	too-big-for-backpack	household
comic-con	man-made	size-varies	place
coming	abstract	size-varies	abstract
comma	both	fits-in-backpack	other
commandant	man-made	fits-in-backpack	person
commander	man-made	fits-in-backpack	person
commandments	abstract	size-varies	abstract
commando	man-made	fits-in-backpack	person
commands	abstract	size-varies	abstract
comment	abstract	size-varies	abstract
commentator	man-made	fits-in-backpack	person
commercial	man-made	size-varies	abstract
commision	abstract	size-varies	abstract
commission	abstract	size-varies	abstract
commissioner	man-made	fits-in-backpack	person
committee	man-made	size-varies	other
commode	man-made	too-big-for-backpack	household
commodity	both	size-varies	other
commoner	man-made	fits-in-backpack	person
commonwealth	man-made	size-varies	place
commune	man-made	size-varies	place
communication	abstract	size-varies	abstract
communism	abstract	size-varies	abstract
compact	man-made	fits-in-backpack	other
compacter	man-made	too-big-for-backpack	tool
compactor	man-made	too-big-for-backpack	tool
companion	man-made	fits-in-backpack	person
company	man-made	size-varies	other
compartment	man-made	size-varies	other
compass	man-made	fits-in-backpack	tool
compasses	man-made	fits-in-backpack	tool
compassion	abstract	size-varies	abstract
compatibility	abstract	size-varies	abstract
compensation	abstract	size-varies	abstract
competition	abstract	size-varies	abstract
competitor	man-made	fits-in-backpack	person
complete	abstract	size-varies	abstract
complex	abstract	size-varies	abstract
component	man-made	fits-in-backpack	other
composer	man-made	fits-in-backpack	person
compost	both	size-varies	plant
compound	both	size-varies	other
compressor	man-made	too-big-for-backpack	tool
computer	man-made	fits-in-backpack	electronics
computers	man-made	fits-in-backpack	electronics
conceit	abstract	size-varies	abstract
concept	abstract	size-varies	abstract
concepts	abstract	size-varies	abstract
concert	man-made	size-varies	other
concert-hall	man-made	too-big-for-backpack	place
conch	natural	fits-in-backpack	animal
concierge	man-made	fits-in-backpack	person
concoction	man-made	size-varies	food
concrete	man-made	size-varies	other
concubine	man-made	fits-in-backpack	person
condensates	natural	size-varies	other
condensation	natural	size-varies	other
condenser	man-made	fits-in-backpack	tool
condition	abstract	size-varies	abstract
conditioner	man-made	fits-in-backpack	other
condo	man-made	too-big-for-backpack	place
condom	man-made	fits-in-backpack	clothing
condominium	man-made	too-big-for-backpack	place
condoms	man-made	fits-in-backpack	clothing
condone	abstract	size-varies	abstract
condor	natural	too-big-for-backpack	animal
conduct	abstract	size-varies	abstract
conductor	man-made	fits-in-backpack	person
conduit	man-made	size-varies	other
cone	both	size-varies	other
cones	both	size-varies	other
confection	man-made	fits-in-backpack	food
confectioner	man-made	fits-in-backpack	person
confectionery	man-made	fits-in-backpack	food
confederate	man-made	fits-in-backpack	person
confetti	man-made	fits-in-backpack	other
confidant	man-made	fits-in-backpack	person
confinement	abstract	size-varies	abstract
conflict	abstract	size-varies	abstract
congestion	abstract	size-varies	abstract
congregation	man-made	size-varies	other
congress	man-made	size-varies	other
congressman	man-made	fits-in-backpack	person
conjunctivitis	natural	size-varies	other
conman	man-made	fits-in-backpack	person
connect	man-made	size-varies	electronics
connector	man-made	fits-in-backpack	electronics
connoseiur	man-made	fits-in-backpack	person
conquistador	man-made	fits-in-backpack	person
consciousness	abstract	size-varies	abstract
conservation	abstract	size-varies	abstract
conservationist	man-made	fits-in-backpack	person
conservatory	man-made	size-varies	place
consider	abstract	size-varies	abstract
console	man-made	fits-in-backpack	electronics
conspiracy	abstract	size-varies	abstract
constable	man-made	fits-in-backpack	person
constellation	natural	too-big-for-backpack	other
consternation	abstract	abstract	abstract
constituent	both	size-varies	person
constitution	man-made	size-varies	abstract
constrictor	natural	too-big-for-backpack	animal
construction	man-made	size-varies	abstract
constructor	man-made	size-varies	tool
consul	man-made	fits-in-backpack	person
consulate	man-made	too-big-for-backpack	place
consultant	man-made	fits-in-backpack	person
consumer	man-made	fits-in-backpack	person
contact	both	size-varies	abstract
container	man-made	size-varies	household
contender	man-made	fits-in-backpack	person
contentment	abstract	abstract	abstract
contestant	man-made	fits-in-backpack	person
contibution	abstract	abstract	abstract
continent	natural	too-big-for-backpack	place
contortionist	man-made	fits-in-backpack	person
contrabass	man-made	too-big-for-backpack	other
contraception	man-made	size-varies	other
contract	man-made	fits-in-backpack	abstract
contraction	both	size-varies	abstract
contractor	man-made	fits-in-backpack	person
contracts	man-made	fits-in-backpack	abstract
contraption	man-made	size-varies	tool
contribution	man-made	size-varies	abstract
contributions	man-made	size-varies	abstract
contributor	man-made	fits-in-backpack	person
control	both	size-varies	abstract
controller	man-made	fits-in-backpack	electronics
controls	man-made	size-varies	tool
convention	man-made	size-varies	place
conversation	man-made	abstract	abstract
convertable	man-made	too-big-for-backpack	vehicle
convertible	man-made	too-big-for-backpack	vehicle
conveyor	man-made	too-big-for-backpack	tool
cook	man-made	fits-in-backpack	person
cookbook	man-made	fits-in-backpack	other
cooker	man-made	fits-in-backpack	tool
cookhouse	man-made	too-big-for-backpack	place
cookie	man-made	fits-in-backpack	food
cookies	man-made	fits-in-backpack	food
cooking	man-made	size-varies	abstract
cool	both	size-varies	abstract
coolant	man-made	fits-in-backpack	other
cooler	man-made	fits-in-backpack	household
coonhound	natural	fits-in-backpack	animal
coordinator	man-made	fits-in-backpack	person
coot	natural	fits-in-backpack	animal
cop	man-made	fits-in-backpack	person
copier	man-made	too-big-for-backpack	electronics
copilot	man-made	fits-in-backpack	person
copper	natural	size-varies	other
copperhead	natural	fits-in-backpack	animal
copperplate	man-made	fits-in-backpack	tool
cops	man-made	fits-in-backpack	person
copy	man-made	fits-in-backpack	other
copyist	man-made	fits-in-backpack	person
copywriter	man-made	fits-in-backpack	person
coral	natural	size-varies	animal
cord	man-made	size-varies	other
core	both	size-varies	other
coring	man-made	size-varies	abstract
cork	natural	fits-in-backpack	plant
corkboard	man-made	too-big-for-backpack	household
corkscrew	man-made	fits-in-backpack	tool
corn	natural	fits-in-backpack	plant
cornbread	man-made	fits-in-backpack	food
corncob	natural	fits-in-backpack	plant
cornea	natural	fits-in-backpack	other
corner	both	size-varies	place
cornerstone	man-made	too-big-for-backpack	other
cornfield	both	too-big-for-backpack	place
cornflakes	man-made	fits-in-backpack	food
cornhusk	natural	fits-in-backpack	plant
cornstalk	natural	size-varies	plant
coroner	man-made	fits-in-backpack	person
corporation	man-made	size-varies	abstract
corps	man-made	size-varies	person
corpse	natural	fits-in-backpack	other
corpses	natural	size-varies	other
corral	man-made	too-big-for-backpack	place
correct	abstract	abstract	abstract
correspondent	man-made	fits-in-backpack	person
corvette	man-made	too-big-for-backpack	vehicle
cosmetologist	man-made	fits-in-backpack	person
cosmic-radiation	natural	abstract	abstract
cosmologist	man-made	fits-in-backpack	person
cosmonaut	man-made	fits-in-backpack	person
cosmopolitan	man-made	fits-in-backpack	person
cosmos	natural	too-big-for-backpack	place
costume	man-made	fits-in-backpack	clothing
costumer	man-made	fits-in-backpack	person
cot	man-made	too-big-for-backpack	household
cottage	man-made	too-big-for-backpack	place
cotten	natural	fits-in-backpack	plant
cotton	natural	fits-in-backpack	plant
cottoncandy	man-made	fits-in-backpack	food
couch	man-made	too-big-for-backpack	household
couches	man-made	too-big-for-backpack	household
cougar	natural	too-big-for-backpack	animal
counch	man-made	too-big-for-backpack	household
council	abstract	size-varies	other
councilman	both	fits-in-backpack	person
councilor	both	fits-in-backpack	person
councilwoman	both	fits-in-backpack	person
counselor	both	fits-in-backpack	person
count	abstract	size-varies	other
counter	man-made	too-big-for-backpack	household
counteragent	man-made	fits-in-backpack	other
counterfeit	abstract	size-varies	other
counterfeiter	both	fits-in-backpack	person
counterterrorist	both	fits-in-backpack	person
counterweight	man-made	size-varies	tool
country	both	too-big-for-backpack	place
countryman	both	fits-in-backpack	person
county	both	too-big-for-backpack	place
couple	abstract	size-varies	other
coupler	man-made	fits-in-backpack	tool
courage	abstract	size-varies	abstract
courier	both	fits-in-backpack	person
coursage	natural	fits-in-backpack	plant
court	both	too-big-for-backpack	place
courthouse	man-made	too-big-for-backpack	place
courtroom	man-made	too-big-for-backpack	place
cousin	both	fits-in-backpack	person
cousins	both	size-varies	person
cove	natural	size-varies	place
cover	man-made	size-varies	other
coverall	man-made	fits-in-backpack	clothing
cow	natural	too-big-for-backpack	animal
cowbell	man-made	fits-in-backpack	tool
cowboy	both	fits-in-backpack	person
cowgirl	both	fits-in-backpack	person
cowlick	natural	fits-in-backpack	other
coworker	both	fits-in-backpack	person
cowpoke	both	fits-in-backpack	person
cows	natural	size-varies	animal
cowskin	natural	size-varies	other
coyote	natural	fits-in-backpack	animal
cps	abstract	size-varies	other
crab	natural	fits-in-backpack	animal
crabber	both	fits-in-backpack	person
crabgrass	natural	size-varies	plant
crabmeat	natural	fits-in-backpack	food
crack	both	size-varies	other
cracker	man-made	fits-in-backpack	food
crackers	man-made	fits-in-backpack	food
cracking	abstract	size-varies	other
crackpot	both	fits-in-backpack	person
cracks	both	size-varies	other
craft	man-made	size-varies	other
crafter	both	fits-in-backpack	person
craftroom	man-made	too-big-for-backpack	place
craftsman	both	fits-in-backpack	person
cranberry	natural	fits-in-backpack	food
crane	man-made	too-big-for-backpack	vehicle
cranium	natural	fits-in-backpack	other
crap	abstract	size-varies	other
craps	abstract	size-varies	other
crasher	both	fits-in-backpack	person
crate	man-made	size-varies	tool
crater	natural	size-varies	place
craving	abstract	size-varies	abstract
crawler	natural	size-varies	animal
crawlers	natural	size-varies	animal
crawlspace	man-made	too-big-for-backpack	place
crayfish	natural	fits-in-backpack	animal
crayon	man-made	fits-in-backpack	tool
crayons	man-made	fits-in-backpack	tool
cream	natural	fits-in-backpack	food
creative	abstract	size-varies	abstract
creator	both	fits-in-backpack	person
creature	natural	size-varies	animal
credit	abstract	size-varies	abstract
creek	natural	size-varies	place
creep	abstract	size-varies	other
creeper	natural	size-varies	plant
crematorium	man-made	too-big-for-backpack	place
creole	both	size-varies	food
crepe	man-made	fits-in-backpack	food
crescent	natural	size-varies	other
cretin	both	fits-in-backpack	person
crevasse	natural	size-varies	place
crevice	natural	size-varies	place
crew	both	size-varies	person
crib	man-made	too-big-for-backpack	household
cricket	natural	fits-in-backpack	animal
crier	both	fits-in-backpack	person
crime	abstract	size-varies	abstract
criminal	both	fits-in-backpack	person
criminality	abstract	size-varies	abstract
criminals	both	size-varies	person
cringe	abstract	size-varies	abstract
critic	both	fits-in-backpack	person
critter	natural	size-varies	animal
croaker	natural	fits-in-backpack	animal
crock	man-made	fits-in-backpack	household
crockpot	man-made	fits-in-backpack	household
crocodile	natural	too-big-for-backpack	animal
croissant	man-made	fits-in-backpack	food
crook	man-made	fits-in-backpack	tool
crop	natural	fits-in-backpack	plant
crops	natural	size-varies	plant
cross	both	fits-in-backpack	abstract
crossant	man-made	fits-in-backpack	food
crossbar	man-made	too-big-for-backpack	other
crossbones	both	fits-in-backpack	other
crossfire	man-made	size-varies	abstract
crossroads	man-made	too-big-for-backpack	place
crosswalk	man-made	too-big-for-backpack	place
crossway	man-made	too-big-for-backpack	place
crossways	man-made	size-varies	abstract
crossword	man-made	fits-in-backpack	other
crotch	natural	fits-in-backpack	other
crouched	natural	size-varies	other
crow	natural	fits-in-backpack	animal
crowd	natural	size-varies	person
crown	man-made	fits-in-backpack	clothing
crucible	man-made	fits-in-backpack	tool
crucifix	man-made	fits-in-backpack	other
cruelty	abstract	size-varies	abstract
cruise	man-made	size-varies	vehicle
cruiser	man-made	too-big-for-backpack	vehicle
crumbs	man-made	fits-in-backpack	food
crunch	both	size-varies	other
crush	both	size-varies	other
crusher	man-made	size-varies	tool
crust	man-made	fits-in-backpack	food
crustacean	natural	fits-in-backpack	animal
crutch	man-made	too-big-for-backpack	tool
cry	natural	size-varies	other
crybaby	natural	size-varies	person
crying	natural	size-varies	other
crypt	man-made	too-big-for-backpack	place
cryptograph	man-made	fits-in-backpack	abstract
cryptography	man-made	fits-in-backpack	abstract
crystal	natural	fits-in-backpack	other
crystalloid	natural	fits-in-backpack	other
cub	natural	fits-in-backpack	animal
cubby	man-made	fits-in-backpack	household
cube	both	fits-in-backpack	other
cubicle	man-made	too-big-for-backpack	place
cuccumber	natural	fits-in-backpack	plant
cuckoo	natural	fits-in-backpack	animal
cucumber	natural	fits-in-backpack	plant
cue	man-made	fits-in-backpack	tool
cufflink	man-made	fits-in-backpack	clothing
cuisine	man-made	size-varies	food
culprit	natural	size-varies	person
cultivator	man-made	too-big-for-backpack	tool
culture	both	size-varies	abstract
culvert	man-made	too-big-for-backpack	other
cumin	natural	fits-in-backpack	plant
cummerbund	man-made	fits-in-backpack	clothing
cumulus	natural	size-varies	other
cunt	natural	fits-in-backpack	other
cup	man-made	fits-in-backpack	household
cupboard	man-made	too-big-for-backpack	household
cupboards	man-made	too-big-for-backpack	household
cupcake	man-made	fits-in-backpack	food
cupholder	man-made	fits-in-backpack	other
cups	man-made	size-varies	household
curd	man-made	fits-in-backpack	food
cure	both	size-varies	abstract
curing	man-made	size-varies	other
curler	man-made	fits-in-backpack	tool
currency	man-made	fits-in-backpack	other
current	both	size-varies	abstract
curry	man-made	fits-in-backpack	food
cursive	man-made	fits-in-backpack	abstract
cursor	man-made	fits-in-backpack	electronics
curtain	man-made	size-varies	household
curtains	man-made	size-varies	household
curve	both	size-varies	abstract
cushion	man-made	fits-in-backpack	household
custard	man-made	fits-in-backpack	food
custodian	natural	size-varies	person
customer	natural	size-varies	person
cut	both	size-varies	other
cute	natural	size-varies	abstract
cutlery	man-made	fits-in-backpack	tool
cutlet	man-made	fits-in-backpack	food
cutter	man-made	fits-in-backpack	tool
cutting	man-made	size-varies	other
cuttingboard	man-made	fits-in-backpack	household
cuttlefish	natural	fits-in-backpack	animal
cvs	man-made	size-varies	place
cwm	natural	too-big-for-backpack	place
cyanide	man-made	fits-in-backpack	other
cycle	man-made	too-big-for-backpack	vehicle
cyclist	natural	size-varies	person
cyclone	natural	size-varies	other
cymbal	man-made	fits-in-backpack	tool
cyst	natural	fits-in-backpack	other
cytoplasm	natural	fits-in-backpack	other
d	man-made	fits-in-backpack	abstract
dab	man-made	fits-in-backpack	other
dabbler	natural	size-varies	person
dachshund	natural	fits-in-backpack	animal
dad	man-made	fits-in-backpack	person
dada	man-made	fits-in-backpack	abstract
daddy	man-made	fits-in-backpack	person
dads	man-made	fits-in-backpack	person
daenerys	man-made	fits-in-backpack	person
daffodil	natural	fits-in-backpack	plant
daffodils	natural	fits-in-backpack	plant
dagger	man-made	fits-in-backpack	tool
daggers	man-made	fits-in-backpack	tool
dahlia	natural	fits-in-backpack	plant
daily	man-made	fits-in-backpack	abstract
daiquiri	man-made	fits-in-backpack	food
dairy	man-made	too-big-for-backpack	food
daisy	natural	fits-in-backpack	plant
dalmation	natural	fits-in-backpack	animal
dam	man-made	too-big-for-backpack	other
dame	man-made	fits-in-backpack	person
damper	man-made	fits-in-backpack	tool
dance	man-made	size-varies	abstract
danceclub	man-made	too-big-for-backpack	place
dancefloor	man-made	too-big-for-backpack	place
dancer	man-made	fits-in-backpack	person
dancing	man-made	size-varies	abstract
dandelion	natural	fits-in-backpack	plant
dandilion	natural	fits-in-backpack	plant
dandruff	natural	fits-in-backpack	other
danger	both	size-varies	abstract
danish	man-made	fits-in-backpack	food
daredevil	man-made	fits-in-backpack	person
dark	natural	size-varies	abstract
darkmatter	natural	size-varies	abstract
darkness	natural	size-varies	abstract
dart	man-made	fits-in-backpack	other
dartboard	man-made	fits-in-backpack	other
darts	man-made	fits-in-backpack	other
dash	man-made	size-varies	abstract
dashboard	man-made	fits-in-backpack	vehicle
data	man-made	size-varies	abstract
databank	man-made	too-big-for-backpack	electronics
database	man-made	size-varies	electronics
date	natural	fits-in-backpack	food
dating	man-made	size-varies	abstract
daughter	natural	fits-in-backpack	person
dave	man-made	fits-in-backpack	person
day	natural	size-varies	abstract
daybook	man-made	fits-in-backpack	other
daycare	man-made	too-big-for-backpack	place
daydreamer	man-made	fits-in-backpack	person
deacon	man-made	fits-in-backpack	person
dead	natural	size-varies	abstract
deadbeat	man-made	fits-in-backpack	person
deadbody	natural	size-varies	other
deadbolt	man-made	fits-in-backpack	tool
deadfall	man-made	size-varies	tool
deaf	natural	size-varies	abstract
deal	man-made	size-varies	abstract
dealer	man-made	fits-in-backpack	person
dealership	man-made	too-big-for-backpack	place
dean	man-made	fits-in-backpack	person
death	natural	size-varies	abstract
debate	man-made	size-varies	abstract
debater	man-made	fits-in-backpack	person
debaters	man-made	fits-in-backpack	person
debit	man-made	size-varies	abstract
debris	both	size-varies	other
debt	man-made	size-varies	abstract
debtor	man-made	fits-in-backpack	person
debutante	man-made	fits-in-backpack	person
decade	man-made	size-varies	abstract
decaf	man-made	fits-in-backpack	food
decal	man-made	fits-in-backpack	other
decay	natural	size-varies	abstract
deceased	natural	size-varies	abstract
decision	man-made	size-varies	abstract
deck	man-made	too-big-for-backpack	other
decongestant	man-made	fits-in-backpack	other
decor	man-made	size-varies	household
decoration	man-made	size-varies	household
decorations	man-made	size-varies	household
decorator	man-made	fits-in-backpack	person
decoy	man-made	fits-in-backpack	tool
deductible	man-made	size-varies	abstract
deed	man-made	fits-in-backpack	abstract
deep	natural	size-varies	abstract
deepfryer	man-made	fits-in-backpack	tool
deer	natural	fits-in-backpack	animal
defeat	man-made	size-varies	abstract
defecate	natural	size-varies	abstract
defendant	man-made	fits-in-backpack	person
defibrillator	man-made	fits-in-backpack	tool
definition	man-made	size-varies	abstract
deformation	natural	size-varies	abstract
degree	man-made	size-varies	abstract
dehumidifier	man-made	too-big-for-backpack	electronics
